university_name,city,province,program_name,level,field,fee_per_year,apply_url,website_url,fest_bucket
University of Lahore (UOL),Lahore,Punjab,BE Civil Engineering,Bachelors,Engineering,333500,https://uol.edu.pk/admissions,,Engineering
University of Lahore (UOL),Lahore,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,333500,https://uol.edu.pk/admissions,,Engineering
University of Lahore (UOL),Lahore,Punjab,MS Electrical Engineering,Masters,Engineering,333500,https://uol.edu.pk/admissions,,Engineering
University of Lahore (UOL),Lahore,Punjab,PhD Engineering,PhD,Engineering,333500,https://uol.edu.pk/admissions,,Engineering
University of Lahore (UOL),Lahore,Punjab,BS Computer Science,Bachelors,IT,333500,https://uol.edu.pk/admissions,,IT/CS
University of Lahore (UOL),Lahore,Punjab,BS Software Engineering,Bachelors,IT,333500,https://uol.edu.pk/admissions,,Engineering
University of Lahore (UOL),Lahore,Punjab,BS Data Science,Bachelors,IT,333500,https://uol.edu.pk/admissions,,IT/CS
University of Lahore (UOL),Lahore,Punjab,BS Artificial Intelligence,Bachelors,IT,333500,https://uol.edu.pk/admissions,,IT/CS
University of Lahore (UOL),Lahore,Punjab,MS Computer Science,Masters,IT,333500,https://uol.edu.pk/admissions,,IT/CS
University of Lahore (UOL),Lahore,Punjab,PhD Computer Science,PhD,IT,333500,https://uol.edu.pk/admissions,,IT/CS
University of Central Punjab (UCP),Lahore,Punjab,BE Electrical Engineering,Bachelors,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,BE Mechanical Engineering,Bachelors,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,BE Civil Engineering,Bachelors,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,MS Electrical Engineering,Masters,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,PhD Engineering,PhD,Engineering,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,BS Computer Science,Bachelors,IT,356500,https://ucp.edu.pk/admissions,,IT/CS
University of Central Punjab (UCP),Lahore,Punjab,BS Software Engineering,Bachelors,IT,356500,https://ucp.edu.pk/admissions,,Engineering
University of Central Punjab (UCP),Lahore,Punjab,BS Data Science,Bachelors,IT,356500,https://ucp.edu.pk/admissions,,IT/CS
University of Central Punjab (UCP),Lahore,Punjab,BS Artificial Intelligence,Bachelors,IT,356500,https://ucp.edu.pk/admissions,,IT/CS
University of Central Punjab (UCP),Lahore,Punjab,MS Computer Science,Masters,IT,356500,https://ucp.edu.pk/admissions,,IT/CS
University of Central Punjab (UCP),Lahore,Punjab,PhD Computer Science,PhD,IT,356500,https://ucp.edu.pk/admissions,,IT/CS
University of Management & Technology (UMT),Lahore,Punjab,BE Electrical Engineering,Bachelors,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,BE Mechanical Engineering,Bachelors,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,BE Civil Engineering,Bachelors,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,MS Electrical Engineering,Masters,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,PhD Engineering,PhD,Engineering,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,BS Computer Science,Bachelors,IT,345000,https://admissions.umt.edu.pk/,,IT/CS
University of Management & Technology (UMT),Lahore,Punjab,BS Software Engineering,Bachelors,IT,345000,https://admissions.umt.edu.pk/,,Engineering
University of Management & Technology (UMT),Lahore,Punjab,BS Data Science,Bachelors,IT,345000,https://admissions.umt.edu.pk/,,IT/CS
University of Management & Technology (UMT),Lahore,Punjab,BS Artificial Intelligence,Bachelors,IT,345000,https://admissions.umt.edu.pk/,,IT/CS
University of Management & Technology (UMT),Lahore,Punjab,MS Computer Science,Masters,IT,345000,https://admissions.umt.edu.pk/,,IT/CS
University of Management & Technology (UMT),Lahore,Punjab,PhD Computer Science,PhD,IT,345000,https://admissions.umt.edu.pk/,,IT/CS
NFC IET Multan,Multan,Punjab,BE Electrical Engineering,Bachelors,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,BE Mechanical Engineering,Bachelors,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,BE Civil Engineering,Bachelors,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,MS Electrical Engineering,Masters,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,PhD Engineering,PhD,Engineering,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,BS Computer Science,Bachelors,IT,120749,https://www.nfciet.edu.pk/admissions,,IT/CS
NFC IET Multan,Multan,Punjab,BS Software Engineering,Bachelors,IT,120749,https://www.nfciet.edu.pk/admissions,,Engineering
NFC IET Multan,Multan,Punjab,BS Data Science,Bachelors,IT,120749,https://www.nfciet.edu.pk/admissions,,IT/CS
NFC IET Multan,Multan,Punjab,BS Artificial Intelligence,Bachelors,IT,120749,https://www.nfciet.edu.pk/admissions,,IT/CS
NFC IET Multan,Multan,Punjab,MS Computer Science,Masters,IT,120749,https://www.nfciet.edu.pk/admissions,,IT/CS
NFC IET Multan,Multan,Punjab,PhD Computer Science,PhD,IT,120749,https://www.nfciet.edu.pk/admissions,,IT/CS
HITEC University Taxila,Taxila,Punjab,BE Electrical Engineering,Bachelors,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,BE Mechanical Engineering,Bachelors,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,BE Civil Engineering,Bachelors,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,MS Electrical Engineering,Masters,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,PhD Engineering,PhD,Engineering,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,BS Computer Science,Bachelors,IT,287500,https://hitecuni.edu.pk/admissions,,IT/CS
HITEC University Taxila,Taxila,Punjab,BS Software Engineering,Bachelors,IT,287500,https://hitecuni.edu.pk/admissions,,Engineering
HITEC University Taxila,Taxila,Punjab,BS Data Science,Bachelors,IT,287500,https://hitecuni.edu.pk/admissions,,IT/CS
HITEC University Taxila,Taxila,Punjab,BS Artificial Intelligence,Bachelors,IT,287500,https://hitecuni.edu.pk/admissions,,IT/CS
HITEC University Taxila,Taxila,Punjab,MS Computer Science,Masters,IT,287500,https://hitecuni.edu.pk/admissions,,IT/CS
HITEC University Taxila,Taxila,Punjab,PhD Computer Science,PhD,IT,287500,https://hitecuni.edu.pk/admissions,,IT/CS
University of Wah,Wah Cantt,Punjab,BE Electrical Engineering,Bachelors,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,BE Mechanical Engineering,Bachelors,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,BE Civil Engineering,Bachelors,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,BSc Engineering (Computer/Software),Bachelors,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,MS Electrical Engineering,Masters,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,PhD Engineering,PhD,Engineering,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,BS Computer Science,Bachelors,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,IT/CS
University of Wah,Wah Cantt,Punjab,BS Software Engineering,Bachelors,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,Engineering
University of Wah,Wah Cantt,Punjab,BS Data Science,Bachelors,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,IT/CS
University of Wah,Wah Cantt,Punjab,BS Artificial Intelligence,Bachelors,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,IT/CS
University of Wah,Wah Cantt,Punjab,MS Computer Science,Masters,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,IT/CS
University of Wah,Wah Cantt,Punjab,PhD Computer Science,PhD,IT,258749,https://uow.edu.pk/admissions,http://uow.edu.pk,IT/CS
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BE Electrical Engineering,Bachelors,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BE Mechanical Engineering,Bachelors,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BE Civil Engineering,Bachelors,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BSc Engineering (Computer/Software),Bachelors,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,MS Electrical Engineering,Masters,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,PhD Engineering,PhD,Engineering,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,Bachelors,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,IT/CS
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Bachelors,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,Engineering
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bachelors,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,IT/CS
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Artificial Intelligence,Bachelors,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,IT/CS
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,MS Computer Science,Masters,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,IT/CS
UET Peshawar,Peshawar,Khyber Pakhtunkhwa,PhD Computer Science,PhD,IT,114999,https://www.uetpeshawar.edu.pk/admissions,,IT/CS
GIKI,Topi,Khyber Pakhtunkhwa,BE Electrical Engineering,Bachelors,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,BE Mechanical Engineering,Bachelors,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,BE Civil Engineering,Bachelors,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,BSc Engineering (Computer/Software),Bachelors,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,MS Electrical Engineering,Masters,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,PhD Engineering,PhD,Engineering,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,BS Computer Science,Bachelors,IT,1092500,https://admissions.giki.edu.pk/,,IT/CS
GIKI,Topi,Khyber Pakhtunkhwa,BS Software Engineering,Bachelors,IT,1092500,https://admissions.giki.edu.pk/,,Engineering
GIKI,Topi,Khyber Pakhtunkhwa,BS Data Science,Bachelors,IT,1092500,https://admissions.giki.edu.pk/,,IT/CS
GIKI,Topi,Khyber Pakhtunkhwa,BS Artificial Intelligence,Bachelors,IT,1092500,https://admissions.giki.edu.pk/,,IT/CS
GIKI,Topi,Khyber Pakhtunkhwa,MS Computer Science,Masters,IT,1092500,https://admissions.giki.edu.pk/,,IT/CS
GIKI,Topi,Khyber Pakhtunkhwa,PhD Computer Science,PhD,IT,1092500,https://admissions.giki.edu.pk/,,IT/CS
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,Bachelors,IT,287500,https://imsciences.edu.pk/admissions,,IT/CS
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Bachelors,IT,287500,https://imsciences.edu.pk/admissions,,Engineering
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bachelors,IT,287500,https://imsciences.edu.pk/admissions,,IT/CS
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,BS Artificial Intelligence,Bachelors,IT,287500,https://imsciences.edu.pk/admissions,,IT/CS
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,MS Computer Science,Masters,IT,287500,https://imsciences.edu.pk/admissions,,IT/CS
IMSciences Peshawar,Peshawar,Khyber Pakhtunkhwa,PhD Computer Science,PhD,IT,287500,https://imsciences.edu.pk/admissions,,IT/CS
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BE Electrical Engineering,Bachelors,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BE Mechanical Engineering,Bachelors,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BE Civil Engineering,Bachelors,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BSc Engineering (Computer/Software),Bachelors,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,MS Electrical Engineering,Masters,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,PhD Engineering,PhD,Engineering,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BS Computer Science,Bachelors,IT,264500,https://www.cityuniversity.edu.pk/admissions,,IT/CS
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Bachelors,IT,264500,https://www.cityuniversity.edu.pk/admissions,,Engineering
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bachelors,IT,264500,https://www.cityuniversity.edu.pk/admissions,,IT/CS
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,BS Artificial Intelligence,Bachelors,IT,264500,https://www.cityuniversity.edu.pk/admissions,,IT/CS
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,MS Computer Science,Masters,IT,264500,https://www.cityuniversity.edu.pk/admissions,,IT/CS
City University of Science & IT (CUSIT),Peshawar,Khyber Pakhtunkhwa,PhD Computer Science,PhD,IT,264500,https://www.cityuniversity.edu.pk/admissions,,IT/CS
CECOS University,Peshawar,Khyber Pakhtunkhwa,BE Electrical Engineering,Bachelors,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,BE Mechanical Engineering,Bachelors,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,BE Civil Engineering,Bachelors,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,BSc Engineering (Computer/Software),Bachelors,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,MS Electrical Engineering,Masters,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,PhD Engineering,PhD,Engineering,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,BS Computer Science,Bachelors,IT,287500,https://www.cecos.edu.pk/admissions,,IT/CS
CECOS University,Peshawar,Khyber Pakhtunkhwa,BS Software Engineering,Bachelors,IT,287500,https://www.cecos.edu.pk/admissions,,Engineering
CECOS University,Peshawar,Khyber Pakhtunkhwa,BS Data Science,Bachelors,IT,287500,https://www.cecos.edu.pk/admissions,,IT/CS
CECOS University,Peshawar,Khyber Pakhtunkhwa,BS Artificial Intelligence,Bachelors,IT,287500,https://www.cecos.edu.pk/admissions,,IT/CS
CECOS University,Peshawar,Khyber Pakhtunkhwa,MS Computer Science,Masters,IT,287500,https://www.cecos.edu.pk/admissions,,IT/CS
CECOS University,Peshawar,Khyber Pakhtunkhwa,PhD Computer Science,PhD,IT,287500,https://www.cecos.edu.pk/admissions,,IT/CS
BUITEMS Quetta,Quetta,Balochistan,BE Electrical Engineering,Bachelors,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,BE Mechanical Engineering,Bachelors,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,BE Civil Engineering,Bachelors,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,BSc Engineering (Computer/Software),Bachelors,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,MS Electrical Engineering,Masters,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,PhD Engineering,PhD,Engineering,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,BS Computer Science,Bachelors,IT,120749,https://admissions.buitms.edu.pk/,,IT/CS
BUITEMS Quetta,Quetta,Balochistan,BS Software Engineering,Bachelors,IT,120749,https://admissions.buitms.edu.pk/,,Engineering
BUITEMS Quetta,Quetta,Balochistan,BS Data Science,Bachelors,IT,120749,https://admissions.buitms.edu.pk/,,IT/CS
BUITEMS Quetta,Quetta,Balochistan,BS Artificial Intelligence,Bachelors,IT,120749,https://admissions.buitms.edu.pk/,,IT/CS
BUITEMS Quetta,Quetta,Balochistan,MS Computer Science,Masters,IT,120749,https://admissions.buitms.edu.pk/,,IT/CS
BUITEMS Quetta,Quetta,Balochistan,PhD Computer Science,PhD,IT,120749,https://admissions.buitms.edu.pk/,,IT/CS
BUET Khuzdar,Khuzdar,Balochistan,BE Electrical Engineering,Bachelors,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,BE Mechanical Engineering,Bachelors,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,BE Civil Engineering,Bachelors,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,BSc Engineering (Computer/Software),Bachelors,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,MS Electrical Engineering,Masters,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,PhD Engineering,PhD,Engineering,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,BS Computer Science,Bachelors,IT,120749,https://www.buetk.edu.pk/admissions,,IT/CS
BUET Khuzdar,Khuzdar,Balochistan,BS Software Engineering,Bachelors,IT,120749,https://www.buetk.edu.pk/admissions,,Engineering
BUET Khuzdar,Khuzdar,Balochistan,BS Data Science,Bachelors,IT,120749,https://www.buetk.edu.pk/admissions,,IT/CS
BUET Khuzdar,Khuzdar,Balochistan,BS Artificial Intelligence,Bachelors,IT,120749,https://www.buetk.edu.pk/admissions,,IT/CS
BUET Khuzdar,Khuzdar,Balochistan,MS Computer Science,Masters,IT,120749,https://www.buetk.edu.pk/admissions,,IT/CS
BUET Khuzdar,Khuzdar,Balochistan,PhD Computer Science,PhD,IT,120749,https://www.buetk.edu.pk/admissions,,IT/CS
NUST,Islamabad,Islamabad Capital Territory,BE Electrical Engineering,Bachelors,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,BE Mechanical Engineering,Bachelors,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,BE Civil Engineering,Bachelors,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,BSc Engineering (Computer/Software),Bachelors,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,MS Electrical Engineering,Masters,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,PhD Engineering,PhD,Engineering,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,BS Computer Science,Bachelors,IT,632500,https://ugadmissions.nust.edu.pk/,,IT/CS
NUST,Islamabad,Islamabad Capital Territory,BS Software Engineering,Bachelors,IT,632500,https://ugadmissions.nust.edu.pk/,,Engineering
NUST,Islamabad,Islamabad Capital Territory,BS Data Science,Bachelors,IT,632500,https://ugadmissions.nust.edu.pk/,,IT/CS
NUST,Islamabad,Islamabad Capital Territory,BS Artificial Intelligence,Bachelors,IT,632500,https://ugadmissions.nust.edu.pk/,,IT/CS
NUST,Islamabad,Islamabad Capital Territory,MS Computer Science,Masters,IT,632500,https://ugadmissions.nust.edu.pk/,,IT/CS
NUST,Islamabad,Islamabad Capital Territory,PhD Computer Science,PhD,IT,632500,https://ugadmissions.nust.edu.pk/,,IT/CS
PIEAS,Islamabad,Islamabad Capital Territory,BE Electrical Engineering,Bachelors,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,BE Mechanical Engineering,Bachelors,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,BE Civil Engineering,Bachelors,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,BSc Engineering (Computer/Software),Bachelors,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,MS Electrical Engineering,Masters,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,PhD Engineering,PhD,Engineering,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,BS Computer Science,Bachelors,IT,517499,https://pieas.edu.pk/admissions,,IT/CS
PIEAS,Islamabad,Islamabad Capital Territory,BS Software Engineering,Bachelors,IT,517499,https://pieas.edu.pk/admissions,,Engineering
PIEAS,Islamabad,Islamabad Capital Territory,BS Data Science,Bachelors,IT,517499,https://pieas.edu.pk/admissions,,IT/CS
PIEAS,Islamabad,Islamabad Capital Territory,BS Artificial Intelligence,Bachelors,IT,517499,https://pieas.edu.pk/admissions,,IT/CS
PIEAS,Islamabad,Islamabad Capital Territory,MS Computer Science,Masters,IT,517499,https://pieas.edu.pk/admissions,,IT/CS
PIEAS,Islamabad,Islamabad Capital Territory,PhD Computer Science,PhD,IT,517499,https://pieas.edu.pk/admissions,,IT/CS
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,BS Computer Science,Bachelors,IT,431249,https://www.ist.edu.pk/admissions,,IT/CS
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,BS Software Engineering,Bachelors,IT,431249,https://www.ist.edu.pk/admissions,,Engineering
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,BS Data Science,Bachelors,IT,431249,https://www.ist.edu.pk/admissions,,IT/CS
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,BS Artificial Intelligence,Bachelors,IT,431249,https://www.ist.edu.pk/admissions,,IT/CS
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,MS Computer Science,Masters,IT,431249,https://www.ist.edu.pk/admissions,,IT/CS
Institute of Space Technology (IST),Islamabad,Islamabad Capital Territory,PhD Computer Science,PhD,IT,431249,https://www.ist.edu.pk/admissions,,IT/CS
Air University,Islamabad,Islamabad Capital Territory,BS Computer Science,Bachelors,IT,322000,https://au.edu.pk/admissions,,IT/CS
Air University,Islamabad,Islamabad Capital Territory,BS Software Engineering,Bachelors,IT,322000,https://au.edu.pk/admissions,,Engineering
Air University,Islamabad,Islamabad Capital Territory,BS Data Science,Bachelors,IT,322000,https://au.edu.pk/admissions,,IT/CS
Air University,Islamabad,Islamabad Capital Territory,BS Artificial Intelligence,Bachelors,IT,322000,https://au.edu.pk/admissions,,IT/CS
Air University,Islamabad,Islamabad Capital Territory,MS Computer Science,Masters,IT,322000,https://au.edu.pk/admissions,,IT/CS
Air University,Islamabad,Islamabad Capital Territory,PhD Computer Science,PhD,IT,322000,https://au.edu.pk/admissions,,IT/CS
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,BS Computer Science,Bachelors,IT,345000,https://bahria.edu.pk/admissions,,IT/CS
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,BS Software Engineering,Bachelors,IT,345000,https://bahria.edu.pk/admissions,,Engineering
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,BS Data Science,Bachelors,IT,345000,https://bahria.edu.pk/admissions,,IT/CS
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,BS Artificial Intelligence,Bachelors,IT,345000,https://bahria.edu.pk/admissions,,IT/CS
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,MS Computer Science,Masters,IT,345000,https://bahria.edu.pk/admissions,,IT/CS
Bahria University Islamabad,Islamabad,Islamabad Capital Territory,PhD Computer Science,PhD,IT,345000,https://bahria.edu.pk/admissions,,IT/CS
COMSATS University Islamabad,Islamabad,Islamabad Capital Territory,BE Electrical Engineering,Bachelors,Engineering,201249,https://islamabad.comsats.edu.pk/admissions,http://comsats.edu.pk,Engineering
COMSATS University Islamabad,Islamabad,Islamabad Capital Territory,BE Mechanical Engineering,Bachelors,Engineering,201249,https://islamabad.comsats.edu.pk/admissions,http://comsats.edu.pk,Engineering
COMSATS University Islamabad,Islamabad,Islamabad Capital Territory,BE Civil Engineering,Bachelors,Engineering,201249,https://islamabad.comsats.edu.pk/admissions,http://comsats.edu.pk,Engineering
COMSATS University Islamabad,Islamabad,Islamabad Capital Territory,BSc Engineering (Computer/Software),Bachelors,Engineering,201249,https://islamabad.comsats.edu.pk/admissions,http://comsats.edu.pk,Engineering
COMSATS University Islamabad,Islamabad,Islamabad Capital Territory,MS Electrical Engineering,Masters,Engineering,201249,https://islamabad.comsats.edu.pk/admissions,http://comsats.edu.pk,Engineering
