program_id,university_id,university_name,province,city,program_name,degree_level,field_category,duration_years,eligibility,fee_per_year,required_traits,apply_url
fest_00128,iqra,Iqra University,Sindh,Karachi,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,247500,"Quantitative, Detail-oriented, Integrity",https://iqra.edu.pk/admissions
fest_00129,iqra,Iqra University,Sindh,Karachi,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,247500,"Analytical, Quantitative, Research-minded",https://iqra.edu.pk/admissions
fest_00130,iqra,Iqra University,Sindh,Karachi,MBA,Masters,Business,2,16-year degree + test/interview.,247500,"Leadership, Strategy, Communication",https://iqra.edu.pk/admissions
fest_00131,iqra,Iqra University,Sindh,Karachi,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,247500,"Research, Strategy, Quantitative",https://iqra.edu.pk/admissions
fest_00132,iqra,Iqra University,Sindh,Karachi,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,247500,"Research, Persistence, Strategic",https://iqra.edu.pk/admissions
fest_00133,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Analytical, Logical, Problem-solver",https://bahria.edu.pk/admissions
fest_00134,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,345000,"Detail-oriented, Teamwork, Coding",https://bahria.edu.pk/admissions
fest_00135,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Quantitative, Curious, Analytical",https://bahria.edu.pk/admissions
fest_00136,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,345000,"Innovative, Analytical, Math-friendly",https://bahria.edu.pk/admissions
fest_00137,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,345000,"Research-minded, Persistent, Coding",https://bahria.edu.pk/admissions
fest_00138,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,345000,"Research, Persistence, Innovation",https://bahria.edu.pk/admissions
fest_00139,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,330000,"Leadership, Communication, Problem-solving",https://bahria.edu.pk/admissions
fest_00140,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,330000,"Quantitative, Detail-oriented, Integrity",https://bahria.edu.pk/admissions
fest_00141,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,330000,"Analytical, Quantitative, Research-minded",https://bahria.edu.pk/admissions
fest_00142,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,MBA,Masters,Business,2,16-year degree + test/interview.,330000,"Leadership, Strategy, Communication",https://bahria.edu.pk/admissions
fest_00143,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,330000,"Research, Strategy, Quantitative",https://bahria.edu.pk/admissions
fest_00144,bahria-khi,Bahria University Karachi Campus,Sindh,Karachi,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,330000,"Research, Persistence, Strategic",https://bahria.edu.pk/admissions
fest_00145,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Quantitative, Practical, Problem-solving",https://www.muet.edu.pk/admissions
fest_00146,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Hands-on, Analytical, Systems-thinking",https://www.muet.edu.pk/admissions
fest_00147,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Detail-oriented, Field-ready, Analytical",https://www.muet.edu.pk/admissions
fest_00148,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,97749,"Logical, Coding, Teamwork",https://www.muet.edu.pk/admissions
fest_00149,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,97749,"Research, Analytical, Design",https://www.muet.edu.pk/admissions
fest_00150,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,97749,"Research, Innovation, Persistence",https://www.muet.edu.pk/admissions
fest_00151,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,97749,"Analytical, Logical, Problem-solver",https://www.muet.edu.pk/admissions
fest_00152,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,97749,"Detail-oriented, Teamwork, Coding",https://www.muet.edu.pk/admissions
fest_00153,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,97749,"Quantitative, Curious, Analytical",https://www.muet.edu.pk/admissions
fest_00154,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,97749,"Innovative, Analytical, Math-friendly",https://www.muet.edu.pk/admissions
fest_00155,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,97749,"Research-minded, Persistent, Coding",https://www.muet.edu.pk/admissions
fest_00156,muet,Mehran University of Engineering & Technology (MUET),Sindh,Jamshoro,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,97749,"Research, Persistence, Innovation",https://www.muet.edu.pk/admissions
fest_00157,quest,QUEST Nawabshah,Sindh,Nawabshah,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Quantitative, Practical, Problem-solving",https://www.quest.edu.pk/admissions
fest_00158,quest,QUEST Nawabshah,Sindh,Nawabshah,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Hands-on, Analytical, Systems-thinking",https://www.quest.edu.pk/admissions
fest_00159,quest,QUEST Nawabshah,Sindh,Nawabshah,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,97749,"Detail-oriented, Field-ready, Analytical",https://www.quest.edu.pk/admissions
fest_00160,quest,QUEST Nawabshah,Sindh,Nawabshah,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,97749,"Logical, Coding, Teamwork",https://www.quest.edu.pk/admissions
fest_00161,quest,QUEST Nawabshah,Sindh,Nawabshah,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,97749,"Research, Analytical, Design",https://www.quest.edu.pk/admissions
fest_00162,quest,QUEST Nawabshah,Sindh,Nawabshah,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,97749,"Research, Innovation, Persistence",https://www.quest.edu.pk/admissions
fest_00163,quest,QUEST Nawabshah,Sindh,Nawabshah,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,97749,"Analytical, Logical, Problem-solver",https://www.quest.edu.pk/admissions
fest_00164,quest,QUEST Nawabshah,Sindh,Nawabshah,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,97749,"Detail-oriented, Teamwork, Coding",https://www.quest.edu.pk/admissions
fest_00165,quest,QUEST Nawabshah,Sindh,Nawabshah,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,97749,"Quantitative, Curious, Analytical",https://www.quest.edu.pk/admissions
fest_00166,quest,QUEST Nawabshah,Sindh,Nawabshah,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,97749,"Innovative, Analytical, Math-friendly",https://www.quest.edu.pk/admissions
fest_00167,quest,QUEST Nawabshah,Sindh,Nawabshah,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,97749,"Research-minded, Persistent, Coding",https://www.quest.edu.pk/admissions
fest_00168,quest,QUEST Nawabshah,Sindh,Nawabshah,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,97749,"Research, Persistence, Innovation",https://www.quest.edu.pk/admissions
fest_00169,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,161000,"Analytical, Logical, Problem-solver",https://www.iba-suk.edu.pk/admissions
fest_00170,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,161000,"Detail-oriented, Teamwork, Coding",https://www.iba-suk.edu.pk/admissions
fest_00171,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,161000,"Quantitative, Curious, Analytical",https://www.iba-suk.edu.pk/admissions
fest_00172,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,161000,"Innovative, Analytical, Math-friendly",https://www.iba-suk.edu.pk/admissions
fest_00173,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,161000,"Research-minded, Persistent, Coding",https://www.iba-suk.edu.pk/admissions
fest_00174,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,161000,"Research, Persistence, Innovation",https://www.iba-suk.edu.pk/admissions
fest_00175,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,154000,"Leadership, Communication, Problem-solving",https://www.iba-suk.edu.pk/admissions
fest_00176,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,154000,"Quantitative, Detail-oriented, Integrity",https://www.iba-suk.edu.pk/admissions
fest_00177,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,154000,"Analytical, Quantitative, Research-minded",https://www.iba-suk.edu.pk/admissions
fest_00178,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MBA,Masters,Business,2,16-year degree + test/interview.,154000,"Leadership, Strategy, Communication",https://www.iba-suk.edu.pk/admissions
fest_00179,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,154000,"Research, Strategy, Quantitative",https://www.iba-suk.edu.pk/admissions
fest_00180,sukkur-iba,Sukkur IBA University,Sindh,Sukkur,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,154000,"Research, Persistence, Strategic",https://www.iba-suk.edu.pk/admissions
fest_00181,uet-lhr,UET Lahore,Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Quantitative, Practical, Problem-solving",https://admission.uet.edu.pk/
fest_00182,uet-lhr,UET Lahore,Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Hands-on, Analytical, Systems-thinking",https://admission.uet.edu.pk/
fest_00183,uet-lhr,UET Lahore,Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Detail-oriented, Field-ready, Analytical",https://admission.uet.edu.pk/
fest_00184,uet-lhr,UET Lahore,Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,114999,"Logical, Coding, Teamwork",https://admission.uet.edu.pk/
fest_00185,uet-lhr,UET Lahore,Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,114999,"Research, Analytical, Design",https://admission.uet.edu.pk/
fest_00186,uet-lhr,UET Lahore,Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,114999,"Research, Innovation, Persistence",https://admission.uet.edu.pk/
fest_00187,uet-lhr,UET Lahore,Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Analytical, Logical, Problem-solver",https://admission.uet.edu.pk/
fest_00188,uet-lhr,UET Lahore,Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Detail-oriented, Teamwork, Coding",https://admission.uet.edu.pk/
fest_00189,uet-lhr,UET Lahore,Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Quantitative, Curious, Analytical",https://admission.uet.edu.pk/
fest_00190,uet-lhr,UET Lahore,Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Innovative, Analytical, Math-friendly",https://admission.uet.edu.pk/
fest_00191,uet-lhr,UET Lahore,Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,114999,"Research-minded, Persistent, Coding",https://admission.uet.edu.pk/
fest_00192,uet-lhr,UET Lahore,Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,114999,"Research, Persistence, Innovation",https://admission.uet.edu.pk/
fest_00193,uettaxila,UET Taxila,Punjab,Taxila,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Quantitative, Practical, Problem-solving",https://admissions.uettaxila.edu.pk/
fest_00194,uettaxila,UET Taxila,Punjab,Taxila,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Hands-on, Analytical, Systems-thinking",https://admissions.uettaxila.edu.pk/
fest_00195,uettaxila,UET Taxila,Punjab,Taxila,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,114999,"Detail-oriented, Field-ready, Analytical",https://admissions.uettaxila.edu.pk/
fest_00196,uettaxila,UET Taxila,Punjab,Taxila,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,114999,"Logical, Coding, Teamwork",https://admissions.uettaxila.edu.pk/
fest_00197,uettaxila,UET Taxila,Punjab,Taxila,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,114999,"Research, Analytical, Design",https://admissions.uettaxila.edu.pk/
fest_00198,uettaxila,UET Taxila,Punjab,Taxila,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,114999,"Research, Innovation, Persistence",https://admissions.uettaxila.edu.pk/
fest_00199,uettaxila,UET Taxila,Punjab,Taxila,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Analytical, Logical, Problem-solver",https://admissions.uettaxila.edu.pk/
fest_00200,uettaxila,UET Taxila,Punjab,Taxila,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,114999,"Detail-oriented, Teamwork, Coding",https://admissions.uettaxila.edu.pk/
fest_00201,uettaxila,UET Taxila,Punjab,Taxila,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Quantitative, Curious, Analytical",https://admissions.uettaxila.edu.pk/
fest_00202,uettaxila,UET Taxila,Punjab,Taxila,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,114999,"Innovative, Analytical, Math-friendly",https://admissions.uettaxila.edu.pk/
fest_00203,uettaxila,UET Taxila,Punjab,Taxila,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,114999,"Research-minded, Persistent, Coding",https://admissions.uettaxila.edu.pk/
fest_00204,uettaxila,UET Taxila,Punjab,Taxila,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,114999,"Research, Persistence, Innovation",https://admissions.uettaxila.edu.pk/
fest_00205,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,459999,"Quantitative, Practical, Problem-solving",https://nu.edu.pk/admissions
fest_00206,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,459999,"Hands-on, Analytical, Systems-thinking",https://nu.edu.pk/admissions
fest_00207,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,459999,"Detail-oriented, Field-ready, Analytical",https://nu.edu.pk/admissions
fest_00208,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,459999,"Logical, Coding, Teamwork",https://nu.edu.pk/admissions
fest_00209,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,459999,"Research, Analytical, Design",https://nu.edu.pk/admissions
fest_00210,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,459999,"Research, Innovation, Persistence",https://nu.edu.pk/admissions
fest_00211,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,459999,"Analytical, Logical, Problem-solver",https://nu.edu.pk/admissions
fest_00212,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,459999,"Detail-oriented, Teamwork, Coding",https://nu.edu.pk/admissions
fest_00213,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,459999,"Quantitative, Curious, Analytical",https://nu.edu.pk/admissions
fest_00214,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,459999,"Innovative, Analytical, Math-friendly",https://nu.edu.pk/admissions
fest_00215,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,459999,"Research-minded, Persistent, Coding",https://nu.edu.pk/admissions
fest_00216,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,459999,"Research, Persistence, Innovation",https://nu.edu.pk/admissions
fest_00217,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,440000,"Leadership, Communication, Problem-solving",https://nu.edu.pk/admissions
fest_00218,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,440000,"Quantitative, Detail-oriented, Integrity",https://nu.edu.pk/admissions
fest_00219,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,440000,"Analytical, Quantitative, Research-minded",https://nu.edu.pk/admissions
fest_00220,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,440000,"Leadership, Strategy, Communication",https://nu.edu.pk/admissions
fest_00221,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,440000,"Research, Strategy, Quantitative",https://nu.edu.pk/admissions
fest_00222,fast-lhr,FAST-NUCES Lahore,Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,440000,"Research, Persistence, Strategic",https://nu.edu.pk/admissions
fest_00223,lums,LUMS,Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1265000,"Quantitative, Practical, Problem-solving",https://admissions.lums.edu.pk/
fest_00224,lums,LUMS,Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1265000,"Hands-on, Analytical, Systems-thinking",https://admissions.lums.edu.pk/
fest_00225,lums,LUMS,Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,1265000,"Detail-oriented, Field-ready, Analytical",https://admissions.lums.edu.pk/
fest_00226,lums,LUMS,Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,1265000,"Logical, Coding, Teamwork",https://admissions.lums.edu.pk/
fest_00227,lums,LUMS,Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,1265000,"Research, Analytical, Design",https://admissions.lums.edu.pk/
fest_00228,lums,LUMS,Punjab,Lahore,PhD Engineering,PhD,Engineering,3,MS/MPhil Engg + proposal.,1265000,"Research, Innovation, Persistence",https://admissions.lums.edu.pk/
fest_00229,lums,LUMS,Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,1265000,"Analytical, Logical, Problem-solver",https://admissions.lums.edu.pk/
fest_00230,lums,LUMS,Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,1265000,"Detail-oriented, Teamwork, Coding",https://admissions.lums.edu.pk/
fest_00231,lums,LUMS,Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,1265000,"Quantitative, Curious, Analytical",https://admissions.lums.edu.pk/
fest_00232,lums,LUMS,Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,1265000,"Innovative, Analytical, Math-friendly",https://admissions.lums.edu.pk/
fest_00233,lums,LUMS,Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,1265000,"Research-minded, Persistent, Coding",https://admissions.lums.edu.pk/
fest_00234,lums,LUMS,Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,1265000,"Research, Persistence, Innovation",https://admissions.lums.edu.pk/
fest_00235,lums,LUMS,Punjab,Lahore,BBA,Bachelors,Business,4,Intermediate ≥50–60% + test/interview.,1210000,"Leadership, Communication, Problem-solving",https://admissions.lums.edu.pk/
fest_00236,lums,LUMS,Punjab,Lahore,BS Accounting & Finance,Bachelors,Business,4,Intermediate ≥50–60% + test.,1210000,"Quantitative, Detail-oriented, Integrity",https://admissions.lums.edu.pk/
fest_00237,lums,LUMS,Punjab,Lahore,BS Economics,Bachelors,Business,4,Intermediate ≥60% + test.,1210000,"Analytical, Quantitative, Research-minded",https://admissions.lums.edu.pk/
fest_00238,lums,LUMS,Punjab,Lahore,MBA,Masters,Business,2,16-year degree + test/interview.,1210000,"Leadership, Strategy, Communication",https://admissions.lums.edu.pk/
fest_00239,lums,LUMS,Punjab,Lahore,MS Management Sciences,Masters,Business,2,16-year degree + GAT/test.,1210000,"Research, Strategy, Quantitative",https://admissions.lums.edu.pk/
fest_00240,lums,LUMS,Punjab,Lahore,PhD Management Sciences,PhD,Business,3,MS/MPhil + proposal.,1210000,"Research, Persistence, Strategic",https://admissions.lums.edu.pk/
fest_00241,pucit,PUCIT (Punjab University),Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,132250,"Analytical, Logical, Problem-solver",https://pucit.edu.pk/admissions
fest_00242,pucit,PUCIT (Punjab University),Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,132250,"Detail-oriented, Teamwork, Coding",https://pucit.edu.pk/admissions
fest_00243,pucit,PUCIT (Punjab University),Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,132250,"Quantitative, Curious, Analytical",https://pucit.edu.pk/admissions
fest_00244,pucit,PUCIT (Punjab University),Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,132250,"Innovative, Analytical, Math-friendly",https://pucit.edu.pk/admissions
fest_00245,pucit,PUCIT (Punjab University),Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,132250,"Research-minded, Persistent, Coding",https://pucit.edu.pk/admissions
fest_00246,pucit,PUCIT (Punjab University),Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,132250,"Research, Persistence, Innovation",https://pucit.edu.pk/admissions
fest_00247,itu,Information Technology University (ITU),Punjab,Lahore,BS Computer Science,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Analytical, Logical, Problem-solver",https://itu.edu.pk/admissions
fest_00248,itu,Information Technology University (ITU),Punjab,Lahore,BS Software Engineering,Bachelors,IT,4,ICS/Pre-Eng ≥60% + admission test.,287500,"Detail-oriented, Teamwork, Coding",https://itu.edu.pk/admissions
fest_00249,itu,Information Technology University (ITU),Punjab,Lahore,BS Data Science,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Quantitative, Curious, Analytical",https://itu.edu.pk/admissions
fest_00250,itu,Information Technology University (ITU),Punjab,Lahore,BS Artificial Intelligence,Bachelors,IT,4,ICS ≥60% + admission test.,287500,"Innovative, Analytical, Math-friendly",https://itu.edu.pk/admissions
fest_00251,itu,Information Technology University (ITU),Punjab,Lahore,MS Computer Science,Masters,IT,2,16-year CS/SE/IT + GAT/test.,287500,"Research-minded, Persistent, Coding",https://itu.edu.pk/admissions
fest_00252,itu,Information Technology University (ITU),Punjab,Lahore,PhD Computer Science,PhD,IT,3,MS/MPhil in CS or related + proposal.,287500,"Research, Persistence, Innovation",https://itu.edu.pk/admissions
fest_00253,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BE Electrical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Quantitative, Practical, Problem-solving",https://lahore.comsats.edu.pk/admissions
fest_00254,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BE Mechanical Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Hands-on, Analytical, Systems-thinking",https://lahore.comsats.edu.pk/admissions
fest_00255,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BE Civil Engineering,Bachelors,Engineering,4,Pre-Eng ≥60% + ECAT/entry test.,201249,"Detail-oriented, Field-ready, Analytical",https://lahore.comsats.edu.pk/admissions
fest_00256,comsats-lhr,COMSATS Lahore,Punjab,Lahore,BSc Engineering (Computer/Software),Bachelors,Engineering,4,Pre-Eng/ICS ≥60% + entry test.,201249,"Logical, Coding, Teamwork",https://lahore.comsats.edu.pk/admissions
fest_00257,comsats-lhr,COMSATS Lahore,Punjab,Lahore,MS Electrical Engineering,Masters,Engineering,2,BE/BS Engg + GAT/test.,201249,"Research, Analytical, Design",https://lahore.comsats.edu.pk/admissions
